Millis,Sensor,X,Y,Z
1244902,G,1.647949,-0.427246,0.122070
1244907,A,0.996948,-0.080811,-0.015747
1244912,G,2.075195,-0.183105,0.122070
1244917,A,0.993774,-0.067749,-0.043213
1244922,M,-7.800293,36.706543,-26.452637
1244926,G,1.464844,-0.183105,0.122070
1244931,A,0.994629,-0.070557,-0.067383
1244936,G,1.831055,-0.610352,0.305176
1244941,A,0.999634,-0.078979,0.011108
1244946,G,1.464844,-0.305176,0.366211
1244951,A,0.993042,-0.072266,-0.016602
1244956,G,2.258301,-0.549316,0.183105
1244961,A,0.999023,-0.076538,0.007935
1244966,G,1.464844,-0.427246,0.122070
1244971,A,0.996094,-0.068726,-0.042236
1244976,M,-9.143066,34.582520,-27.917480
1244980,G,1.586914,-0.610352,0.122070
1244985,A,0.998169,-0.075684,0.026978
1244990,G,1.586914,-0.183105,0.244141
1244995,A,0.999878,-0.077148,0.015259
1245000,G,2.197266,-0.671387,0.305176
1245005,A,0.992554,-0.074951,-0.021606
1245010,G,1.525879,-0.305176,0.183105
1245015,A,0.995239,-0.071167,-0.023437
1245020,M,-7.812500,35.974121,-26.660156
1245024,G,1.281738,-0.671387,0.061035
1245029,A,0.995117,-0.069336,-0.046875
1245034,G,1.892090,-0.244141,0.183105
1245039,A,0.999268,-0.076904,0.015991
1245044,G,1.831055,-0.549316,0.305176
1245049,A,0.996338,-0.070801,-0.058350
1245054,G,1.525879,-0.610352,0.122070
1245059,A,0.999390,-0.076782,0.006714
1245064,G,1.342773,-0.305176,0.122070
1245069,A,0.991211,-0.073608,-0.033569
1245074,M,-8.776855,34.387207,-28.405762
1245078,G,2.197266,-0.488281,0.122070
1245083,A,0.997437,-0.081299,-0.007568
1245088,G,1.098633,-0.610352,0.122070
1245093,A,0.995850,-0.067871,-0.045654
1245098,G,1.892090,-0.671387,0.122070
1245103,A,0.997925,-0.074585,0.010742
1245108,G,1.586914,-0.305176,0.183105
1245113,A,0.996704,-0.072754,-0.053467
1245118,G,2.136230,-0.610352,0.061035
1245123,A,0.968750,-0.075806,-0.026733
1245128,M,-7.495117,36.633301,-26.147461
1245132,G,1.831055,-0.427246,0.244141
1245137,A,0.991089,-0.069702,-0.036865
1245142,G,1.281738,-0.488281,0.183105
1245147,A,0.996338,-0.078125,-0.012817
1245152,G,1.831055,-0.183105,0.122070
1245157,A,0.995239,-0.077026,0.032349
1245162,G,1.770020,-0.671387,0.244141
1245167,A,0.997192,-0.073486,-0.056519
1245172,M,-9.216309,34.790039,-28.149414
1245176,G,2.197266,-0.671387,0.122070
1245181,A,0.998657,-0.078491,-0.010132
1245186,G,1.220703,-0.366211,0.183105
1245191,A,0.993408,-0.074829,-0.031128
1245196,G,2.014160,-0.305176,0.061035
1245201,A,0.997192,-0.082031,-0.003906
1245206,G,1.525879,-0.488281,0.122070
1245211,A,0.994995,-0.068970,-0.057617
1245216,G,2.014160,-0.305176,0.183105
1245221,A,0.997681,-0.077271,0.031860
1245226,M,-7.641602,36.633301,-25.524902
1245230,G,1.708984,-0.305176,0.183105
1245235,A,0.998291,-0.074463,-0.003052
1245240,G,2.014160,-0.732422,0.183105
1245245,A,0.994141,-0.075317,-0.023682
1245250,G,1.525879,-0.427246,0.183105
1245255,A,0.994019,-0.068604,-0.023071
1245260,G,1.403809,-0.610352,0.183105
1245265,A,0.996460,-0.080444,-0.009521
1245270,G,2.014160,-0.244141,0.183105
1245275,A,0.993896,-0.068237,-0.065308
1245280,M,-9.191895,34.521484,-27.404785
1245285,G,1.647949,-0.671387,0.244141
1245289,A,0.993530,-0.069580,-0.067749
1245295,G,1.953125,-0.671387,0.183105
1245300,A,0.999268,-0.077393,0.007080
1245305,G,1.281738,-0.305176,0.305176
1245310,A,0.991699,-0.072266,-0.014893
1245315,G,2.136230,-0.549316,0.183105
1245320,A,0.999023,-0.078369,0.008545
1245325,M,-8.312988,35.839844,-26.342773
1245329,G,1.770020,-0.244141,0.061035
1245334,A,0.998901,-0.069824,-0.035889
1245339,G,1.647949,-0.671387,0.061035
1245344,A,0.998901,-0.075317,0.032837
1245349,G,1.525879,-0.244141,0.183105
1245354,A,0.994995,-0.075684,0.002197
1245359,G,2.136230,-0.671387,0.183105
1245364,A,0.992432,-0.074219,-0.010498
1245369,G,1.098633,-0.427246,0.061035
1245374,A,0.994385,-0.072754,-0.035156
1245379,M,-8.837891,34.960937,-28.039551
1245384,G,1.403809,-0.610352,0.122070
1245388,A,0.998535,-0.067749,-0.046021
1245393,G,1.647949,-0.305176,0.183105
1245398,A,0.997681,-0.077515,0.002441
1245403,G,2.014160,-0.793457,0.183105
1245408,A,0.994385,-0.071777,-0.054810
1245413,G,1.403809,-0.305176,0.244141
1245418,A,0.997925,-0.076294,-0.009766
1245423,G,1.403809,-0.366211,0.244141
1245428,A,0.991699,-0.076416,-0.027100
1245433,M,-8.239746,35.424805,-26.489258
1245438,G,2.014160,-0.366211,0.061035
1245442,A,0.997803,-0.081299,-0.007446
1245447,G,1.342773,-0.549316,0.061035
1245452,A,0.997070,-0.069092,-0.047852
1245457,G,1.953125,-0.610352,0.244141
1245462,A,0.998413,-0.075684,0.001221
1245467,G,1.525879,-0.183105,0.183105
1245472,A,0.994507,-0.073730,-0.041260
1245477,M,-9.008789,35.583496,-27.502441
1245481,G,1.953125,-0.610352,0.000000
1245486,A,0.994019,-0.074341,-0.018799
1245491,G,1.953125,-0.366211,0.061035
1245496,A,0.995239,-0.071533,-0.009644
1245501,G,1.403809,-0.671387,0.061035
1245506,A,0.997559,-0.079956,0.010620
1245511,G,1.770020,-0.244141,0.061035
1245516,A,0.996216,-0.072510,-0.042969
1245521,G,1.892090,-0.671387,0.122070
1245526,A,0.999512,-0.074829,-0.035889
1245531,M,-8.520508,35.144043,-27.416992
1245536,G,1.831055,-0.488281,0.183105
1245540,A,0.999023,-0.075928,0.007446
1245545,G,1.464844,-0.427246,0.183105
1245550,A,0.991943,-0.074341,-0.035278
1245555,G,2.136230,-0.427246,0.183105
1245560,A,0.999878,-0.081055,-0.004395
1245565,G,1.464844,-0.610352,0.244141
1245570,A,0.994873,-0.069214,-0.087524
1245575,G,1.892090,-0.305176,0.183105
1245580,A,0.998657,-0.075317,0.011230
1245585,M,-8.081055,35.742187,-27.832031
1245589,G,1.525879,-0.244141,0.122070
1245594,A,0.995483,-0.073975,-0.010986
1245599,G,2.014160,-0.610352,0.183105
1245604,A,0.993164,-0.076904,-0.033447
1245609,G,1.281738,-0.366211,0.183105
1245614,A,0.994873,-0.070435,-0.032104
1245619,G,1.342773,-0.488281,0.244141
1245624,A,0.997925,-0.081787,-0.008301
1245629,M,-9.362793,34.741211,-27.575684
1245634,G,1.892090,-0.305176,0.183105
1245638,A,0.997925,-0.076904,0.028687
1245643,G,1.464844,-0.671387,0.061035
1245648,A,0.996460,-0.071655,-0.043701
1245653,G,1.525879,-0.610352,0.000000
1245658,A,0.997192,-0.075439,-0.007813
1245663,G,1.159668,-0.366211,0.061035
1245668,A,0.993774,-0.074219,0.005371
1245673,G,2.258301,-0.366211,0.000000
1245678,A,0.993652,-0.073364,-0.017334
1245683,M,-8.300781,35.888672,-27.050781
1245687,G,1.464844,-0.732422,0.183105
1245692,A,0.997437,-0.067505,-0.048096
1245697,G,1.953125,-0.671387,0.244141
1245702,A,0.998291,-0.074585,0.024536
1245707,G,1.342773,-0.244141,0.244141
1245712,A,0.995361,-0.073364,-0.044189
1245717,G,2.075195,-0.549316,0.122070
1245722,A,0.994263,-0.076538,-0.012695
1245727,G,1.403809,-0.366211,0.061035
1245732,A,0.994507,-0.070312,-0.025635
1245737,M,-8.801270,34.936523,-27.868652
1245742,G,1.403809,-0.732422,0.183105
1245746,A,0.996094,-0.078491,-0.027466
1245751,G,1.892090,-0.366211,0.183105
1245756,A,0.996338,-0.068726,0.002686
1245761,G,2.197266,-0.854492,0.183105
1245766,A,0.992432,-0.070312,-0.048828
1245771,G,1.525879,-0.305176,0.183105
1245776,A,0.994873,-0.076416,-0.023071
1245781,M,-8.337402,36.901855,-25.915527
1245786,G,1.403809,-0.488281,0.122070
1245790,A,0.993530,-0.076660,-0.028198
1245795,G,1.770020,-0.366211,0.061035
1245800,A,1.000122,-0.081543,0.004395
1245805,G,1.647949,-0.549316,0.244141
1245810,A,0.998291,-0.071045,-0.054687
1245815,G,1.770020,-0.244141,0.244141
1245820,A,0.998047,-0.075195,0.005859
1245825,G,1.464844,-0.305176,0.122070
1245830,A,0.995361,-0.072632,-0.039307
1245835,M,-9.509277,34.936523,-27.429199
1245839,G,1.953125,-0.488281,0.000000
1245844,A,0.994141,-0.076538,-0.003296
1245849,G,1.403809,-0.488281,0.000000
1245854,A,0.994995,-0.071777,-0.037354
1245859,G,1.525879,-0.671387,0.122070
1245864,A,0.999146,-0.080688,0.016724
1245869,G,1.892090,-0.427246,0.122070
1245874,A,0.999268,-0.070190,-0.054565
1245879,G,2.014160,-0.671387,0.183105
1245884,A,0.998535,-0.077148,0.013672
1245889,M,-7.739258,36.474609,-25.695801
1245893,G,2.014160,-0.549316,0.305176
1245898,A,0.996094,-0.072144,-0.005737
1245903,G,1.464844,-0.427246,0.183105
1245908,A,0.995239,-0.079102,-0.018677
1245913,G,2.197266,-0.549316,0.244141
1245918,A,0.992310,-0.069336,-0.047607
1245923,G,1.464844,-0.732422,0.122070
1245928,A,0.996704,-0.071411,-0.076782
1245933,M,-9.570313,35.168457,-28.173828
1245937,G,1.953125,-0.610352,0.122070
1245942,A,0.997803,-0.076660,0.005859
1245947,G,1.342773,-0.305176,0.244141
1245952,A,0.991821,-0.072021,-0.044312
1245957,G,2.136230,-0.549316,0.183105
1245962,A,0.995850,-0.075562,-0.004395
1245967,G,1.220703,-0.366211,0.183105
1245972,A,0.995972,-0.070435,-0.032471
1245977,G,2.136230,-0.305176,0.244141
1245982,A,0.998413,-0.079590,0.015503
1245987,M,-7.409668,36.645508,-24.658203
1245991,G,1.464844,-0.183105,0.122070
1245996,A,1.000000,-0.075928,0.007813
1246001,G,1.770020,-0.854492,0.183105
1246006,A,0.994385,-0.072754,-0.038574
1246011,G,1.403809,-0.244141,0.183105
1246016,A,0.994873,-0.071533,-0.005859
1246021,G,2.197266,-0.610352,0.122070
1246026,A,0.993896,-0.076538,-0.023315
1246031,M,-9.179688,34.387207,-28.088379
1246036,G,1.892090,-0.366211,0.183105
1246040,A,0.998047,-0.080078,0.003540
1246045,G,1.342773,-0.671387,0.000000
1246050,A,0.995972,-0.069824,-0.061523
1246055,G,1.647949,-0.305176,0.061035
1246060,A,1.000366,-0.078857,-0.001831
1246065,G,1.403809,-0.305176,0.061035
1246070,A,0.996094,-0.076050,-0.037476
1246075,G,2.197266,-0.610352,0.061035
1246080,A,0.997192,-0.070923,-0.009033
