Millis,Sensor,X,Y,Z
664285,G,2.014160,-0.488281,0.183105
664290,A,0.996338,-0.074585,-0.018188
664295,G,1.647949,-0.488281,0.061035
664300,A,0.996582,-0.074707,-0.017822
664305,G,1.892090,-0.366211,0.122070
664310,A,0.995972,-0.074707,-0.017090
664315,G,1.525879,-0.488281,0.122070
664320,A,0.996094,-0.074341,-0.017822
664325,G,1.708984,-0.305176,0.244141
664330,A,0.997437,-0.073853,-0.017090
664335,M,-9.741211,37.072754,-25.646973
664339,G,1.708984,-0.366211,0.061035
664344,A,0.996948,-0.074707,-0.018555
664349,G,1.770020,-0.366211,0.061035
664354,A,0.996704,-0.074341,-0.016235
664359,G,1.647949,-0.549316,0.122070
664364,A,0.996094,-0.074951,-0.016968
664369,G,1.708984,-0.549316,0.183105
664374,A,0.995850,-0.073975,-0.017944
664379,G,1.770020,-0.427246,0.122070
664384,A,0.995605,-0.074585,-0.016602
664389,M,-9.509277,36.743164,-25.842285
664393,G,1.708984,-0.366211,0.122070
664398,A,0.996460,-0.074463,-0.017944
664403,G,1.831055,-0.488281,0.305176
664408,A,0.996216,-0.074829,-0.017090
664413,G,1.831055,-0.366211,0.305176
664418,A,0.995850,-0.074707,-0.017578
664423,G,1.953125,-0.488281,0.122070
664428,A,0.996704,-0.074951,-0.017090
664433,M,-9.802246,36.987305,-26.000977
664437,G,1.831055,-0.305176,0.000000
664442,A,0.996338,-0.075073,-0.018066
664447,G,1.708984,-0.427246,0.000000
664452,A,0.996338,-0.074951,-0.017700
664457,G,1.831055,-0.549316,0.244141
664462,A,0.996094,-0.074341,-0.017944
664467,G,1.770020,-0.610352,0.183105
664472,A,0.996826,-0.074341,-0.017700
664477,G,1.892090,-0.427246,0.244141
664482,A,0.996704,-0.074585,-0.017822
664487,M,-9.265137,36.450195,-25.939941
664491,G,1.892090,-0.244141,0.244141
664496,A,0.996826,-0.074951,-0.018066
664501,G,1.647949,-0.488281,0.183105
664506,A,0.996582,-0.074219,-0.018066
664512,G,1.831055,-0.427246,0.183105
664517,A,0.996582,-0.074097,-0.018555
664522,G,1.770020,-0.427246,0.183105
664527,A,0.996826,-0.074341,-0.016846
664532,G,1.892090,-0.427246,0.122070
664537,A,0.996460,-0.074097,-0.017212
