Millis,Sensor,X,Y,Z
820738,A,0.995239,-0.072144,-0.023926
820743,G,1.770020,-0.427246,0.305176
820748,A,0.996826,-0.074097,-0.021606
820753,G,1.770020,-0.427246,0.244141
820758,A,0.995605,-0.073730,-0.018555
820763,G,1.831055,-0.366211,0.183105
820768,A,0.997070,-0.074585,-0.018677
820773,M,-10.754395,38.049316,-27.453613
820777,G,1.892090,-0.488281,0.244141
820782,A,0.996826,-0.075195,-0.017578
820787,G,1.831055,-0.366211,0.244141
820792,A,0.996826,-0.074585,-0.022705
820797,G,1.831055,-0.305176,0.305176
820802,A,0.997559,-0.073853,-0.017700
820807,G,1.953125,-0.305176,0.183105
820812,A,0.997437,-0.072754,-0.018799
820817,G,1.831055,-0.488281,0.061035
820822,A,0.997437,-0.073730,-0.012939
820827,M,-11.535645,37.194824,-24.621582
820832,G,1.892090,-0.427246,0.061035
820836,A,0.995605,-0.076782,-0.018066
820841,G,1.647949,-0.366211,0.122070
820846,A,0.995239,-0.074585,-0.017578
820851,G,1.770020,-0.366211,0.183105
820856,A,0.996582,-0.073730,-0.020264
820861,G,1.831055,-0.488281,0.000000
820866,A,0.997314,-0.072144,-0.022095
820871,G,1.770020,-0.366211,0.183105
820876,A,0.996460,-0.073486,-0.016724
820881,M,-10.449219,37.683105,-26.770020
820885,G,1.831055,-0.305176,0.061035
820890,A,0.995850,-0.076172,-0.015747
820895,G,1.892090,-0.427246,0.122070
820900,A,0.997070,-0.076294,-0.012085
820905,G,1.831055,-0.366211,0.183105
820910,A,0.996338,-0.074463,-0.019775
820915,G,1.770020,-0.427246,0.183105
820920,A,0.995483,-0.072998,-0.022339
820925,M,-12.048340,37.768555,-24.548340
820929,G,1.892090,-0.305176,0.244141
820934,A,0.996216,-0.073242,-0.017944
820939,G,1.770020,-0.366211,0.183105
820944,A,0.997070,-0.075684,-0.016846
820949,G,1.953125,-0.366211,0.244141
820954,A,0.996216,-0.075073,-0.018066
820959,G,1.770020,-0.366211,0.244141
820964,A,0.997192,-0.075806,-0.015869
820969,G,1.831055,-0.305176,0.305176
820974,A,0.996582,-0.074707,-0.020020
820979,M,-10.620117,37.695312,-26.965332
820984,G,2.014160,-0.305176,0.244141
820988,A,0.996948,-0.073242,-0.019531
820993,G,1.586914,-0.305176,0.183105
820998,A,0.997070,-0.074829,-0.014282
821003,G,1.892090,-0.366211,0.183105
821008,A,0.996948,-0.074951,-0.012939
821013,G,1.892090,-0.366211,0.061035
821018,A,0.995850,-0.075806,-0.018066
821023,G,1.831055,-0.488281,0.366211
821028,A,0.996948,-0.075806,-0.015381
821033,M,-11.779785,37.866211,-24.926758
821037,G,1.892090,-0.488281,0.305176
821042,A,0.996826,-0.072632,-0.019531
821047,G,1.892090,-0.305176,0.244141
